,world_map_obj,world_map_col,world_map_sta,c_world_map
27,"[[- - - - - - - - - - -]
 [- 1 1 1 6 - - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0 0 0 1 - - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0 0 0 0 - - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0Empty 0Empty 0Empty 1Ball - - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
28,"[[- - - - - - - - - - -]
 [- 1 1 1 6 - - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0 0 0 1 - - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0 0 0 0 - - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0Empty 0Empty 0Empty 1Ball - - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
29,"[[- - - - - - - - - - -]
 [- 1 1 1 6 - - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0 0 0 1 - - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0 0 0 0 - - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- 0Empty 0Empty 0Empty 1Ball - - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
30,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - 1 1 5 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - 0 0 1 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - 0Empty 0Empty 1Key 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
31,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - 1 1 5 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - 0 0 1 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - 0Empty 0Empty 1Key 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
32,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
33,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
34,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
35,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - - 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - - 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - - 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
36,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - - 1 Yourself 2 - - - - -]
 [- - - 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - - 0 Yourself 5 - - - - -]
 [- - - 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - - 0Empty Yourself 5Wall - - - - -]
 [- - - 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
37,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - - 1 Yourself 2 - - - - -]
 [- - - - 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - - 0 Yourself 5 - - - - -]
 [- - - - 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - 0 Yourself 0 - - - - -]
 [- - - - 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - - 0Empty Yourself 5Wall - - - - -]
 [- - - - 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
38,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- - - 1 5 2 - - - - -]
 [- - - 1 Yourself 2 - - - - -]
 [- - - - 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- - - 0 1 5 - - - - -]
 [- - - 0 Yourself 5 - - - - -]
 [- - - - 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- - - 0 0 0 - - - - -]
 [- - - 0 Yourself 0 - - - - -]
 [- - - - 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- - - 0Empty 1Key 5Wall - - - - -]
 [- - - 0Empty Yourself 5Wall - - - - -]
 [- - - - 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
39,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [1 1 1 1 5 2 - - - - -]
 [1 1 1 Yourself 1 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [0 0 0 0 1 5 - - - - -]
 [0 0 0 Yourself 0 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [0 0 0 0 0 0 - - - - -]
 [0 0 0 Yourself 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [0Empty 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [0Empty 0Empty 0Empty Yourself 0Empty 5Wall - - - -
  -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
40,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [1 1 1 1 5 2 - - - - -]
 [1 1 1 Yourself 1 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [0 0 0 0 1 5 - - - - -]
 [0 0 0 Yourself 0 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [0 0 0 0 0 0 - - - - -]
 [0 0 0 Yourself 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [0Empty 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [0Empty 0Empty 0Empty Yourself 0Empty 5Wall - - - -
  -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
41,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [1 1 1 1 5 2 - - - - -]
 [1 1 1 Yourself 1 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [0 0 0 0 1 5 - - - - -]
 [0 0 0 Yourself 0 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [0 0 0 0 0 0 - - - - -]
 [0 0 0 Yourself 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - - - - - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [0Empty 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [0Empty 0Empty 0Empty Yourself 0Empty 5Wall - - - -
  -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - - - - - - - - - -]]"
42,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
43,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
44,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
45,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
46,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
47,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
48,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 Yourself 1 - - - - - -]
 [- - 2 2 2 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 5 5 5 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 Yourself 0 - - - - - -]
 [- - 0 0 0 - - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty Yourself 0Empty - - - - - -]
 [- - 5Wall 5Wall 5Wall - - - - - -]]"
49,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 2 2 2 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 5 5 5 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 5Wall 5Wall 5Wall - - - - -]]"
50,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 2 2 2 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 5 5 5 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 5Wall 5Wall 5Wall - - - - -]]"
51,"[[- - - - - - - - - - -]
 [- - - 1 6 4 - - - - -]
 [- 1 1 1 5 2 - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 2 2 2 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 1 1 - - - - -]
 [- 0 0 0 1 5 - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 5 5 5 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0 0 2 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]]","[[- - - - - - - - - - -]
 [- - - 0Empty 1Ball 1Door+ - - - - -]
 [- 0Empty 0Empty 0Empty 1Key 5Wall - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 5Wall 5Wall 5Wall - - - - -]]"
52,"[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 1 1 1 5 - - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 2 2 2 - - - - -]]","[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 0 0 0 1 - - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 5 5 5 - - - - -]]","[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 0 0 0 0 - - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]]","[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 0Empty 0Empty 0Empty 1Key - - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 5Wall 5Wall 5Wall - - - - -]]"
53,"[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 1 1 1 5 - - - - - -]
 [- 1 1 1 1 2 - - - - -]
 [- - 1 1 Yourself 2 - - - - -]
 [- - - 2 2 2 - - - - -]]","[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 0 0 0 1 - - - - - -]
 [- 0 0 0 0 5 - - - - -]
 [- - 0 0 Yourself 5 - - - - -]
 [- - - 5 5 5 - - - - -]]","[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 0 0 0 0 - - - - - -]
 [- 0 0 0 0 0 - - - - -]
 [- - 0 0 Yourself 0 - - - - -]
 [- - - 0 0 0 - - - - -]]","[[- - - - - - - - - - -]
 [- - - - - - - - - - -]
 [- 0Empty 0Empty 0Empty 1Key - - - - - -]
 [- 0Empty 0Empty 0Empty 0Empty 5Wall - - - - -]
 [- - 0Empty 0Empty Yourself 5Wall - - - - -]
 [- - - 5Wall 5Wall 5Wall - - - - -]]"
